BHK,Size,City,Bathroom,Area Type,Furnishing Status,Tenant Preferred,Rent,Description,Neighborhood_Overview,Picture_URL,Amenities,Bedrooms,Bathrooms_Airbnb,Property_Type,Room_Type,Price_Airbnb
2,480,Kolkata,2,Carpet Area,Furnished,Bachelors/Family,15000,"Listing is designed with the business or casual traveler in mind PLEASE NO SMOKERS in the building *Newly renovated *Modern 1 bedroom w/Smart TVs that feels like home *Street parking *Equipped with coffee maker *Fridge *Wireless charger *Private bath *Across the street from the Capitol Building *Close to Highway I-87, I-90, I-787 & public transportation. Long term stays available. Please inquire with dates needed for more info. Traveling nurses, doctors, lobbyists, students are welcome.",,https://a0.muscache.com/pictures/5967883b-4403-412c-b2cf-f4ab83d64703.jpg,"[""Smoke alarm"", ""Kitchen"", ""Ethernet connection"", ""Wifi"", ""Shower gel"", ""Hot water"", ""Coffee maker"", ""Private entrance"", ""Hair dryer"", ""Body soap"", ""Dryer"", ""TV"", ""Carbon monoxide alarm"", ""Bed linens"", ""Bathtub"", ""Cooking basics"", ""Baking sheet"", ""Shampoo"", ""Iron"", ""Room-darkening shades"", ""Elevator"", ""Microwave"", ""Clothing storage"", ""Dining table"", ""Heating"", ""Washer"", ""Extra pillows and blankets"", ""Oven"", ""Air conditioning"", ""Toaster"", ""Essentials"", ""Coffee"", ""Conditioner"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Blender"", ""Self check-in"", ""Freezer"", ""Lockbox"", ""Fire extinguisher"", ""Cleaning products"", ""Stove""]",1.0,1.0,Entire rental unit,Entire home/apt,
6,1000,Kolkata,2,Super Area,Semi-Furnished,Bachelors/Family,20000,"This completely modernized garden-level space provides a charming and unique atmosphere while also being centrally located in the Capital Region of New York. <br /><br />My partner and I have taken ample time to carefully craft this space to maximize its potential and ensure your enjoyment. Featuring a fully loaded kitchen with stainless steal appliances, marble countertops, exposed brick throughout, tasteful decor, and your own private patio. We truly hope you enjoy this space as much as we do!",,https://a0.muscache.com/pictures/f0d70ecf-f5c0-47a9-869f-803dd89d9276.jpg,"[""Love, Beauty, & Planet body soap"", ""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Private patio or balcony"", ""Clothing storage: closet and dresser"", ""Portable air conditioning"", ""Wifi"", ""Shower gel"", ""Hot water"", ""Private entrance"", ""Hair dryer"", ""Outdoor dining area"", ""TV"", ""Carbon monoxide alarm"", ""Bed linens"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Shampoo"", ""Iron"", ""Room-darkening shades"", ""Wine glasses"", ""Dedicated workspace"", ""Microwave"", ""Dining table"", ""Stainless steel oven"", ""Extra pillows and blankets"", ""Rice maker"", ""Pets allowed"", ""Long term stays allowed"", ""Radiant heating"", ""Portable fans"", ""Drying rack for clothing"", ""Exterior security cameras on property"", ""Toaster"", ""Essentials"", ""Coffee"", ""Outdoor furniture"", ""Garden view"", ""Books and reading material"", ""First aid kit"", ""Free washer \u2013 In unit"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Coffee maker: drip coffee maker, pour-over coffee"", ""Freezer"", ""Game console"", ""Fire extinguisher"", ""Paid parking lot off premises"", ""Free dryer \u2013 In unit"", ""Cleaning products"", ""Keypad"", ""Stainless steel gas stove""]",1.0,1.0,Entire rental unit,Entire home/apt,
2,800,Kolkata,1,Super Area,Furnished,Bachelors/Family,6700,"BEAUTIFULLY renovated and stylish apartment with CHARACTER in a historic building. 4K Smart TV with Netflix, and high speed internet ready for you to use! This property comes with a fully stocked kitchen, in unit washer/dryer, free resident lot parking, and a fenced shared backyard with bbq for guests to enjoy. <br /><br />This unit is located on floor 1 and is available for long term stays.",,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6NTAyMDcyMjY%3D/original/81cb373f-87f5-4fec-8f08-65ce2c9c8d69.jpeg,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Wifi"", ""Hot water"", ""Hair dryer"", ""Body soap"", ""Dryer"", ""TV"", ""Carbon monoxide alarm"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Shampoo"", ""Iron"", ""Room-darkening shades"", ""Hot water kettle"", ""Wine glasses"", ""Dedicated workspace"", ""Microwave"", ""Coffee maker: Keurig coffee machine"", ""Clothing storage"", ""Dining table"", ""Heating"", ""Washer"", ""Long term stays allowed"", ""Pets allowed"", ""Oven"", ""Exterior security cameras on property"", ""Air conditioning"", ""Essentials"", ""Coffee"", ""Laundromat nearby"", ""First aid kit"", ""Conditioner"", ""Free parking on premises"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Freezer"", ""Free street parking"", ""Lockbox"", ""Fire extinguisher"", ""Cleaning products"", ""Stove"", ""Shared backyard \u2013 Fully fenced""]",1.0,1.0,Entire rental unit,Entire home/apt,
1,435,Kolkata,1,Super Area,Unfurnished,Bachelors/Family,10000,"Located directly across from Washington Park, this centrally located apartment makes it easy to enjoy the city without feeling overwhelmed by it. Free on-street parking is consistently available outside the apartment, and the area is walkable and residential. The Empire State Plaza, Capitol, Albany Medical Center, UAlbany Rockefeller downtown campus, and Center Squares restaurants and bars are all nearby, close enough for convenience, far enough for comfort.",,https://a0.muscache.com/pictures/84c2822a-4803-4bc3-8f32-2021a326ee22.jpg,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Clothing storage: closet and dresser"", ""Wifi"", ""Shower gel"", ""Hot water"", ""Private entrance"", ""Hair dryer"", ""Body soap"", ""Carbon monoxide alarm"", ""Bed linens"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Baking sheet"", ""Shampoo"", ""Iron"", ""Room-darkening shades"", ""Hot water kettle"", ""Wine glasses"", ""Dedicated workspace"", ""Microwave"", ""Dining table"", ""Stainless steel oven"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Electric stove"", ""Radiant heating"", ""Portable fans"", ""Backyard"", ""Exterior security cameras on property"", ""Toaster"", ""Essentials"", ""Coffee"", ""Laundromat nearby"", ""Single level home"", ""Books and reading material"", ""First aid kit"", ""Barbecue utensils"", ""Conditioner"", ""Window AC unit"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Freezer"", ""Free street parking"", ""Fire extinguisher"", ""Coffee maker: drip coffee maker, Keurig coffee machine"", ""Cleaning products"", ""Keypad"", ""Board games"", ""40 inch HDTV with Roku, Netflix""]",1.0,1.0,Entire rental unit,Entire home/apt,
2,700,Kolkata,2,Carpet Area,Semi-Furnished,Bachelors/Family,7000,"Immerse yourself in this meticulously updated 2-bedroom unit, where modern amenities and chic designer furnishings ensure a delightful stay. This elegant abode is mere steps from renowned restaurants, iconic landmarks, and vibrant nightlife. Enjoy the convenience of being centrally located in the capital region, with local hospitals just a stone's throw away. With its bright, clean, and professionally furnished interiors, this unit promises a welcoming retreat in the heart of the city",,https://a0.muscache.com/pictures/da045b3b-b9c9-405f-94f3-06d112646e51.jpg,"[""Smoke alarm"", ""Kitchen"", ""Wifi"", ""Shower gel"", ""Hot water"", ""Coffee maker"", ""Hair dryer"", ""Body soap"", ""Dryer"", ""Indoor fireplace"", ""TV"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cooking basics"", ""Ceiling fan"", ""Shampoo"", ""Iron"", ""Hot water kettle"", ""Wine glasses"", ""Baking sheet"", ""Dedicated workspace"", ""Clothing storage"", ""Dining table"", ""Heating"", ""Stainless steel oven"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Air conditioning"", ""Essentials"", ""Coffee"", ""Books and reading material"", ""First aid kit"", ""Conditioner"", ""Free parking on premises"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Freezer"", ""Lockbox"", ""Fire extinguisher"", ""Paid parking lot off premises"", ""Cleaning products"", ""Cleaning available during stay"", ""Stove""]",2.0,1.0,Entire rental unit,Entire home/apt,
2,800,Kolkata,1,Super Area,Furnished,Bachelors/Family,22000,"This beautifully renovated and brightly decorated brownstone in historic Albany is your perfect getaway. Located just minutes from charming downtown, guests can enjoy all Albany has to offer. <br /><br />Very spacious bedroom and living area with an abundance of natural light creates a very comfortable environment! It features a fully stocked kitchen, in unit washer/dryer, free resident lot parking, and a fenced shared backyard with bbq for guests to enjoy.<br /><br />Long term stays available.",,https://a0.muscache.com/pictures/6ec85269-a391-4169-9090-047fa6e1d932.jpg,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Wifi"", ""Hot water"", ""Hair dryer"", ""Body soap"", ""Fire pit"", ""Dryer"", ""TV"", ""Carbon monoxide alarm"", ""Bed linens"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Shampoo"", ""Iron"", ""Room-darkening shades"", ""Hot water kettle"", ""Wine glasses"", ""Dedicated workspace"", ""Microwave"", ""Coffee maker: Keurig coffee machine"", ""Clothing storage"", ""Dining table"", ""Heating"", ""Washer"", ""Long term stays allowed"", ""Pets allowed"", ""Oven"", ""BBQ grill"", ""Air conditioning"", ""Essentials"", ""Coffee"", ""Laundromat nearby"", ""Outdoor furniture"", ""First aid kit"", ""Conditioner"", ""Free parking on premises"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Freezer"", ""Free street parking"", ""Lockbox"", ""Fire extinguisher"", ""Cleaning products"", ""Stove"", ""Shared backyard \u2013 Fully fenced""]",1.0,1.0,Entire rental unit,Entire home/apt,
2,450,Kolkata,1,Super Area,Unfurnished,Bachelors/Family,6500,"Cozy and private 1-bedroom, 1-bath garden suite located only moments from beautiful Washington Park.<br /><br />Walking distance from Albany Med. and downtown SUNY.  A stylish brownstone with culturally diverse art & experiences & full amenities.  <br /><br />Near iconic places like the NYS Capital, Empire State Plaza, Egg Performing Arts Ctr., restaurants, and more. <br /><br />Ideal for discerning business and medical travelers, and couples seeking a serene home base in the Capital.",,https://a0.muscache.com/pictures/hosting/Hosting-51461480/original/f41db419-7481-4336-aaf3-e09a0033f4d8.jpeg,"[""Smoke alarm"", ""Kitchen"", ""Clothing storage: closet and dresser"", ""Portable air conditioning"", ""Wifi"", ""Shower gel"", ""Hot water"", ""Private entrance"", ""Hair dryer"", ""TV"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cooking basics"", ""Iron"", ""Room-darkening shades"", ""Wine glasses"", ""Dedicated workspace"", ""Microwave"", ""Coffee maker: Keurig coffee machine"", ""Dining table"", ""Window guards"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Electric stove"", ""Oven"", ""Radiant heating"", ""Portable fans"", ""Exterior security cameras on property"", ""Essentials"", ""Coffee"", ""Books and reading material"", ""First aid kit"", ""Conditioner"", ""Free washer \u2013 In unit"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Bronner's Natural Peppermint soap body soap"", ""Self check-in"", ""Freezer"", ""Free street parking"", ""Fire extinguisher"", ""Free dryer \u2013 In unit"", ""Cleaning products"", ""Keypad""]",1.0,1.0,Entire rental unit,Entire home/apt,
2,550,Kolkata,1,Carpet Area,Semi-Furnished,Bachelors/Family,8500,"Stylish 1BR + loft apartment in downtown Albany with private second-floor entry and secure building access. Walk to shops, restaurants, and historic sites. Features full kitchen, Smart TV, and cozy, modern design. Great for work trips or getaways in the city. Parking not included — but you’ll be right in the center of it all!",,https://a0.muscache.com/pictures/6923f845-7bef-440d-9774-15dbf62d8d94.jpg,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Clothing storage: closet and dresser"", ""Shower gel"", ""Hot water"", ""Body soap"", ""Dryer"", ""TV"", ""Gym"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cooking basics"", ""Elevator"", ""Shampoo"", ""Microwave"", ""Dining table"", ""Heating"", ""Stainless steel oven"", ""Washer"", ""Long term stays allowed"", ""Pets allowed"", ""Air conditioning"", ""Essentials"", ""Stainless steel electric stove"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Coffee maker: drip coffee maker"", ""Lockbox""]",1.0,1.0,Entire rental unit,Entire home/apt,
2,800,Kolkata,2,Carpet Area,Unfurnished,Bachelors,18000,"This beautifully renovated and brightly decorated brownstone in historic Albany is your perfect getaway. Located just minutes from charming downtown, guests can enjoy all Albany has to offer. <br /><br />This spacious bedroom is located on the 3rd floor and living area has an abundance of natural light creates a very comfortable environment! This property comes with a fully stocked kitchen, in unit washer/dryer, free resident lot parking, and a fenced shared backyard with bbq for guests to enjoy.",,https://a0.muscache.com/pictures/8348d42d-71ae-457e-8428-61d78b10d1df.jpg,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Wifi"", ""Hot water"", ""Hair dryer"", ""Body soap"", ""Fire pit"", ""TV"", ""Carbon monoxide alarm"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Shampoo"", ""Iron"", ""Room-darkening shades"", ""Hot water kettle"", ""Wine glasses"", ""Dedicated workspace"", ""Microwave"", ""Coffee maker: Keurig coffee machine"", ""Clothing storage"", ""Dining table"", ""Heating"", ""Long term stays allowed"", ""Pets allowed"", ""Oven"", ""BBQ grill"", ""Exterior security cameras on property"", ""Air conditioning"", ""Essentials"", ""Coffee"", ""Laundromat nearby"", ""Outdoor furniture"", ""First aid kit"", ""Conditioner"", ""Free washer \u2013 In unit"", ""Dishes and silverware"", ""Free parking on premises"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Freezer"", ""Free street parking"", ""Lockbox"", ""Fire extinguisher"", ""Free dryer \u2013 In unit"", ""Cleaning products"", ""Stove"", ""Shared backyard \u2013 Fully fenced""]",1.0,1.0,Entire rental unit,Entire home/apt,
2,550,Kolkata,2,Carpet Area,Semi-Furnished,Family,12000,"Relax in a newly renovated one bedroom/one bathroom apartment located on the first floor of a charming brownstone building. It features lofty ceilings with beautiful architecture and a newly remodeled kitchen. Conveniently located to the Palace Theater, Capitol Rep Theater, Times Union Center and the Empire State Plaza. This rental is in walking distance to many popular eateries, bars, and more to explore!",,https://a0.muscache.com/pictures/miso/Hosting-51592836/original/df72eb98-27e3-4f7f-a23a-0df3e76240a9.jpeg,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Clothing storage: closet and dresser"", ""Gas stove"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Private entrance"", ""Hair dryer"", ""Body soap"", ""Carbon monoxide alarm"", ""Bed linens"", ""Bathtub"", ""Cooking basics"", ""Shampoo"", ""Iron"", ""Hot water kettle"", ""Wine glasses"", ""Dedicated workspace"", ""Microwave"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""42 inch TV"", ""Radiant heating"", ""Portable fans"", ""Toaster"", ""Essentials"", ""Single oven"", ""Books and reading material"", ""First aid kit"", ""Conditioner"", ""Courtyard view"", ""Window AC unit"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Freezer"", ""Free street parking"", ""Lockbox"", ""Fire extinguisher"", ""Cleaning products"", ""Cleaning available during stay""]",1.0,1.0,Entire rental unit,Entire home/apt,
1,600,Kolkata,1,Super Area,Furnished,Bachelors/Family,9000,,,https://a0.muscache.com/pictures/80c3bf83-dfeb-44a0-bda7-bae53932520b.jpg,"[""Smoke alarm"", ""Kitchen"", ""Private patio or balcony"", ""Ethernet connection"", ""Sauve  conditioner"", ""Shower gel"", ""Wifi"", ""Hot water"", ""Private entrance"", ""Hair dryer"", ""Body soap"", ""Carbon monoxide alarm"", ""GE refrigerator"", ""Bed linens"", ""Cooking basics"", ""58 inch HDTV with Roku, standard cable, Netflix"", ""Shampoo"", ""Iron"", ""Central air conditioning"", ""Safe"", ""Ceiling fan"", ""Dedicated workspace"", ""Microwave"", ""Hot water kettle"", ""Coffee maker: Keurig coffee machine"", ""Wine glasses"", ""Dining table"", ""Stainless steel oven"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Toaster"", ""Essentials"", ""Coffee"", ""Outdoor furniture"", ""Books and reading material"", ""Clothing storage: closet"", ""Central heating"", ""Stainless steel electric stove"", ""Free washer \u2013 In unit"", ""Dishes and silverware"", ""Free parking on premises"", ""Hangers"", ""Self check-in"", ""Freezer"", ""Free street parking"", ""Lockbox"", ""Free dryer \u2013 In unit"", ""Baking sheet"", ""Private backyard \u2013 Fully fenced"", ""Cleaning products"", ""Board games""]",2.0,1.0,Entire townhouse,Entire home/apt,
1,500,Kolkata,1,Super Area,Unfurnished,Bachelors/Family,6000,"Welcome to our charming studio in the heart of Albany's Center Square. Nestled in one of the oldest homes in the neighborhood, the space has been restored to blend history with modern convenience. Recently renovated, it features a modern bathroom with rain shower. The décor is a nod to mid-century aesthetics.  This cozy studio is a stone's throw away from Albany's main attractions within easy walking distance. Experience a unique blend of past and present in this delightful Albany retreat.",,https://a0.muscache.com/pictures/hosting/Hosting-U3RheVN1cHBseUxpc3Rpbmc6NTIyNDE5NzM%3D/original/847cb5d5-bb01-44a4-91ed-b686379f30b9.jpeg,"[""Smoke alarm"", ""Kitchen"", ""Portable air conditioning"", ""Wifi"", ""Hot water"", ""Private entrance"", ""Hair dryer"", ""43 inch HDTV"", ""Carbon monoxide alarm"", ""Bed linens"", ""Cooking basics"", ""Shampoo"", ""Iron"", ""Room-darkening shades"", ""Hot water kettle"", ""Wine glasses"", ""Dedicated workspace"", ""Microwave"", ""Electric stove"", ""Oven"", ""Radiant heating"", ""Exterior security cameras on property"", ""Essentials"", ""Coffee"", ""Laundromat nearby"", ""Books and reading material"", ""Clothing storage: closet"", ""Conditioner"", ""Galanz refrigerator"", ""Dishes and silverware"", ""Hangers"", ""Self check-in"", ""Freezer"", ""Free street parking"", ""Lockbox"", ""Fire extinguisher"", ""Coffee maker: Nespresso""]",0.0,1.0,Entire guest suite,Entire home/apt,
2,1000,Kolkata,2,Super Area,Furnished,Bachelors/Family,20000,"Listing is designed with the business or casual traveler in mind PLEASE NO SMOKERS in the building *Newly renovated *Modern 1 bedroom w/Smart TVs that feels like home *Street parking *Equipped with coffee maker *Fridge *Wireless charger *Private bath *Across the street from the Capitol Building *Close to Highway I-87, I-90, I-787 & public transportation. Long term stays available. Please inquire with dates needed for more info. Traveling nurses, doctors, lobbyists, students are welcome.",,https://a0.muscache.com/pictures/miso/Hosting-52360097/original/f04ec27a-611c-459b-99fc-a412ed2d09a2.jpeg,"[""Smoke alarm"", ""Kitchen"", ""Cooking basics"", ""Iron"", ""Air conditioning"", ""Lockbox"", ""Wifi"", ""Dedicated workspace"", ""Carbon monoxide alarm"", ""Paid parking on premises"", ""Hair dryer"", ""Heating"", ""TV"", ""Washer"", ""Self check-in""]",1.0,1.0,Entire rental unit,Entire home/apt,
1,300,Kolkata,1,Carpet Area,Unfurnished,Bachelors/Family,5000,,,https://a0.muscache.com/pictures/5232bdb8-fe7e-4ae9-8e9f-0937ac4247f1.jpg,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Wifi"", ""Hot water"", ""Private entrance"", ""Hair dryer"", ""Body soap"", ""Fire pit"", ""TV"", ""Carbon monoxide alarm"", ""Bed linens"", ""Bathtub"", ""Cooking basics"", ""Baking sheet"", ""Shampoo"", ""Iron"", ""Wine glasses"", ""Dedicated workspace"", ""Microwave"", ""Coffee maker: Keurig coffee machine"", ""Dining table"", ""Heating"", ""Exercise equipment"", ""Washer"", ""Extra pillows and blankets"", ""Pets allowed"", ""Long term stays allowed"", ""Oven"", ""BBQ grill"", ""Backyard"", ""Air conditioning"", ""Toaster"", ""Essentials"", ""First aid kit"", ""Conditioner"", ""Free parking on premises"", ""Dishes and silverware"", ""Crib"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Lockbox"", ""Fire extinguisher"", ""Free dryer \u2013 In unit"", ""Cleaning products"", ""Stove""]",3.0,1.0,Entire home,Entire home/apt,
2,1200,Kolkata,2,Super Area,Furnished,Bachelors/Family,12000,,,https://a0.muscache.com/pictures/3e036f95-b1b1-4b22-b2bb-abca490e4d7d.jpg,"[""Smoke alarm"", ""Kitchen"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Private entrance"", ""Hair dryer"", ""Fire pit"", ""Outdoor dining area"", ""Dryer"", ""Indoor fireplace"", ""TV"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Shampoo"", ""Iron"", ""Dedicated workspace"", ""Heating"", ""Mini golf"", ""Washer"", ""Smart lock"", ""Pets allowed"", ""BBQ grill"", ""Ping pong table"", ""Backyard"", ""Patio or balcony"", ""Air conditioning"", ""Essentials"", ""Outdoor furniture"", ""First aid kit"", ""Children\u2019s books and toys"", ""Dishes and silverware"", ""Crib"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Fire extinguisher"", ""Board games"", ""High chair""]",5.0,2.5,Entire home,Entire home/apt,
2,500,Kolkata,1,Carpet Area,Semi-Furnished,Bachelors/Family,10000,"Cozy first floor 2-Bedroom located in a Pre-war building. Unit offers hardwood floors, well equipped bedrooms, bathrooms and kitchen.  Only a 10 min walk to fabulous cafe and restaurants on Madison Avenue.  Everything you've been looking forward right at your finger tips. <br /><br />>Nearby<br />○ 3 Min to Saint Rose <br />○ 4 min to St Peters<br />○ 7 min to Albany MED<br />○ 5 Min to Lark Street<br />○ 7 Min to Downtown<br />○ 7 Min to SUNY Albany<br />○ 8 Min to Palace Theater",,https://a0.muscache.com/pictures/32dc7892-0eee-4643-805e-36962a45f37f.jpg,"[""Smoke alarm"", ""Kitchen"", ""Wifi"", ""Hot water"", ""Coffee maker"", ""Private entrance"", ""Hair dryer"", ""TV"", ""Carbon monoxide alarm"", ""Cooking basics"", ""Shampoo"", ""Iron"", ""Dedicated workspace"", ""Heating"", ""Smart lock"", ""Pets allowed"", ""Air conditioning"", ""Essentials"", ""First aid kit"", ""Free residential garage on premises"", ""Hangers"", ""Self check-in""]",2.0,1.0,Entire rental unit,Entire home/apt,
4,1200,Kolkata,2,Super Area,Unfurnished,Family,18000,"BEAUTIFULLY renovated apartment with CHARACTER in a historic building. This is a ground floor unit with direct fenced backyard access and a private patio! Ideal for pet owners! 4K Smart TV with Netflix, and high speed internet ready for you to use! This property comes with a fully stocked kitchen, in unit washer/dryer, free resident lot parking, and a fenced shared backyard with bbq for guests to enjoy.",,https://a0.muscache.com/pictures/miso/Hosting-52837196/original/bb1d1ebc-6e8c-470f-9f3e-62f76d279b61.png,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Private patio or balcony"", ""Wifi"", ""Hot water"", ""Private entrance"", ""Hair dryer"", ""Body soap"", ""Fire pit"", ""Dryer"", ""TV"", ""Carbon monoxide alarm"", ""Luggage dropoff allowed"", ""Cooking basics"", ""Shampoo"", ""Iron"", ""Room-darkening shades"", ""Wine glasses"", ""Dedicated workspace"", ""Microwave"", ""Coffee maker: Keurig coffee machine"", ""Clothing storage"", ""Heating"", ""Washer"", ""Rice maker"", ""Pets allowed"", ""Long term stays allowed"", ""Oven"", ""BBQ grill"", ""Air conditioning"", ""Essentials"", ""Coffee"", ""Laundromat nearby"", ""Outdoor furniture"", ""First aid kit"", ""Conditioner"", ""Free parking on premises"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Freezer"", ""Free street parking"", ""Lockbox"", ""Private backyard \u2013 Fully fenced"", ""Cleaning products"", ""Stove""]",1.0,1.0,Entire rental unit,Entire home/apt,
2,900,Kolkata,2,Carpet Area,Semi-Furnished,Bachelors/Family,15000,"This 2nd floor one bedroom in a Historic Brownstone 1800's across the street from Washington park. Beautiful woodwork throughout with all the comforts of home. Great area where you can walk or jog in the park or just enjoy a cup of coffee outside. Choice of restaurants, stores & shops on Lark street. Movie theater, hospitals and malls all in close proximity. We are located on State street in Albany in a desirable residential area with easy Uber or Lyft service available.  ((NO PARTIES!!))",,https://a0.muscache.com/pictures/cc451322-9571-4b88-b027-36020b57e208.jpg,"[""Smoke alarm"", ""Kitchen"", ""Wifi"", ""Shower gel"", ""Hot water"", ""Private entrance"", ""Hair dryer"", ""Body soap"", ""TV"", ""Carbon monoxide alarm"", ""Bed linens"", ""Clothing storage: walk-in closet and closet"", ""Park view"", ""Bathtub"", ""Cooking basics"", ""Baking sheet"", ""Shampoo"", ""Iron"", ""Room-darkening shades"", ""Wine glasses"", ""Dedicated workspace"", ""Microwave"", ""Coffee maker: Keurig coffee machine"", ""Dining table"", ""Heating"", ""Smart lock"", ""Extra pillows and blankets"", ""Long term stays allowed"", ""Electric stove"", ""Oven"", ""Portable fans"", ""Exterior security cameras on property"", ""Toaster"", ""Essentials"", ""Coffee"", ""Pack \u2019n play/Travel crib"", ""First aid kit"", ""Conditioner"", ""Free parking on premises"", ""Window AC unit"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Self check-in"", ""Fire extinguisher"", ""Cleaning products"", ""Board games""]",1.0,1.0,Entire rental unit,Entire home/apt,
3,1300,Kolkata,3,Carpet Area,Unfurnished,Bachelors/Family,22000,"Visiting Albany for work, vacation, or to visit family? The Twitchell Estate is a spacious 4BR home that will be perfect for your stay. This elegantly designed Boho Chic rental comes with amenities such as self-check-in, Netflix, Disney+, Apple TV, and many other streaming options if you're looking to relax indoors, and a private laptop-friendly office with Wi-Fi if you need to get work done. Enjoy free coffee and tea in the stocked kitchen, with everything you need to feel like you are at home.",,https://a0.muscache.com/pictures/miso/Hosting-53483727/original/640fe42e-feb6-4a37-bab7-f4ab9d853085.jpeg,"[""Smoke alarm"", ""Kitchen"", ""Dishwasher"", ""Private patio or balcony"", ""Ethernet connection"", ""Hot water"", ""Private entrance"", ""Hair dryer"", ""Body soap"", ""60 inch HDTV with Amazon Prime Video, Apple TV, Chromecast, Disney+, Hulu, Netflix"", ""Carbon monoxide alarm"", ""Bed linens"", ""Luggage dropoff allowed"", ""Bathtub"", ""Cooking basics"", ""Ceiling fan"", ""Shampoo"", ""Iron"", ""Hot water kettle"", ""Wine glasses"", ""Baking sheet"", ""Dedicated workspace"", ""Microwave"", ""Coffee maker: Keurig coffee machine"", ""Dining table"", ""Smart lock"", ""Extra pillows and blankets"", ""Rice maker"", ""Long term stays allowed"", ""Oven"", ""Radiant heating"", ""Crib - always at the listing"", ""Portable fans"", ""Exterior security cameras on property"", ""Toaster"", ""Essentials"", ""Coffee"", ""Laundromat nearby"", ""Books and reading material"", ""First aid kit"", ""Free washer \u2013 In unit"", ""Window AC unit"", ""Dishes and silverware"", ""Hangers"", ""Refrigerator"", ""Blender"", ""Self check-in"", ""Freezer"", ""Free street parking"", ""Free parking on premises \u2013 1 space"", ""Fire extinguisher"", ""Free dryer \u2013 In unit"", ""Fast wifi \u2013 654 Mbps"", ""Cleaning products"", ""Stainless steel gas stove"", ""High chair"", ""Outlet covers"", ""Clothing storage: walk-in closet, closet, wardrobe, and dresser""]",5.0,1.5,Entire vacation home,Entire home/apt,
